timestamp,name,cpu_perc,mem_usage
2026-09-10T02:27:40Z,ha08-api,2.46%,124.6MiB / 1GiB
2026-09-10T02:27:40Z,ha08-simulator,0.99%,22.3MiB / 512MiB
2026-09-10T02:27:40Z,ha08-projector,0.79%,31.21MiB / 512MiB
2026-09-10T02:27:40Z,ha08-postgres,2.69%,86.33MiB / 2GiB
2026-09-10T02:27:40Z,ha08-redis,0.44%,21.23MiB / 512MiB
2026-09-10T02:27:40Z,ha08-prometheus,0.62%,90.99MiB / 512MiB
2026-09-10T02:27:40Z,ha08-grafana,0.10%,217.2MiB / 512MiB
2026-09-10T02:27:40Z,ha08-redpanda,0.93%,573.2MiB / 1GiB
2026-09-10T02:27:53Z,ha08-api,4.65%,124.9MiB / 1GiB
2026-09-10T02:27:53Z,ha08-simulator,1.74%,22.39MiB / 512MiB
2026-09-10T02:27:53Z,ha08-projector,1.07%,31.2MiB / 512MiB
2026-09-10T02:27:53Z,ha08-postgres,5.45%,101.6MiB / 2GiB
2026-09-10T02:27:53Z,ha08-redis,1.09%,21.23MiB / 512MiB
2026-09-10T02:27:53Z,ha08-prometheus,0.00%,91.17MiB / 512MiB
2026-09-10T02:27:53Z,ha08-grafana,0.12%,217.2MiB / 512MiB
2026-09-10T02:27:53Z,ha08-redpanda,1.51%,573.2MiB / 1GiB
2026-09-10T02:28:06Z,ha08-api,21.63%,124.9MiB / 1GiB
2026-09-10T02:28:06Z,ha08-simulator,1.03%,22.41MiB / 512MiB
2026-09-10T02:28:06Z,ha08-projector,0.59%,31.21MiB / 512MiB
2026-09-10T02:28:06Z,ha08-postgres,2.23%,109.4MiB / 2GiB
2026-09-10T02:28:06Z,ha08-redis,0.62%,21.48MiB / 512MiB
2026-09-10T02:28:06Z,ha08-prometheus,0.02%,91.17MiB / 512MiB
2026-09-10T02:28:06Z,ha08-grafana,0.06%,217.2MiB / 512MiB
2026-09-10T02:28:06Z,ha08-redpanda,0.86%,573.3MiB / 1GiB
2026-09-10T02:28:18Z,ha08-api,4.10%,124.9MiB / 1GiB
