timestamp,name,cpu_perc,mem_usage
2026-09-10T04:15:36Z,ha08-api,3.41%,124.9MiB / 1GiB
2026-09-10T04:15:36Z,ha08-simulator,1.78%,22.36MiB / 512MiB
2026-09-10T04:15:36Z,ha08-projector,1.34%,31.19MiB / 512MiB
2026-09-10T04:15:36Z,ha08-postgres,3.17%,86.05MiB / 2GiB
2026-09-10T04:15:36Z,ha08-redis,0.88%,21.91MiB / 512MiB
2026-09-10T04:15:36Z,ha08-prometheus,0.04%,102.5MiB / 512MiB
2026-09-10T04:15:36Z,ha08-grafana,0.15%,219.3MiB / 512MiB
2026-09-10T04:15:36Z,ha08-redpanda,1.52%,743.7MiB / 1GiB
2026-09-10T04:15:48Z,ha08-api,3.92%,124.9MiB / 1GiB
2026-09-10T04:15:48Z,ha08-simulator,1.07%,22.41MiB / 512MiB
2026-09-10T04:15:48Z,ha08-projector,1.00%,31.2MiB / 512MiB
2026-09-10T04:15:48Z,ha08-postgres,2.97%,95MiB / 2GiB
2026-09-10T04:15:48Z,ha08-redis,0.57%,21.91MiB / 512MiB
2026-09-10T04:15:48Z,ha08-prometheus,0.33%,102.5MiB / 512MiB
2026-09-10T04:15:48Z,ha08-grafana,0.34%,219.3MiB / 512MiB
2026-09-10T04:15:48Z,ha08-redpanda,1.05%,743.7MiB / 1GiB
2026-09-10T04:16:01Z,ha08-api,22.02%,124.9MiB / 1GiB
2026-09-10T04:16:01Z,ha08-simulator,0.83%,22.42MiB / 512MiB
2026-09-10T04:16:01Z,ha08-projector,0.78%,31.2MiB / 512MiB
2026-09-10T04:16:01Z,ha08-postgres,1.82%,100.4MiB / 2GiB
2026-09-10T04:16:01Z,ha08-redis,0.99%,21.91MiB / 512MiB
2026-09-10T04:16:01Z,ha08-prometheus,0.29%,102.5MiB / 512MiB
2026-09-10T04:16:01Z,ha08-grafana,0.13%,219.3MiB / 512MiB
2026-09-10T04:16:01Z,ha08-redpanda,1.07%,743.7MiB / 1GiB
2026-09-10T04:16:13Z,ha08-api,4.76%,125.2MiB / 1GiB
2026-09-10T04:16:13Z,ha08-simulator,1.18%,22.43MiB / 512MiB
2026-09-10T04:16:13Z,ha08-projector,1.00%,31.2MiB / 512MiB
2026-09-10T04:16:13Z,ha08-postgres,2.43%,105.6MiB / 2GiB
2026-09-10T04:16:13Z,ha08-redis,1.26%,21.92MiB / 512MiB
2026-09-10T04:16:13Z,ha08-prometheus,0.25%,102.5MiB / 512MiB
2026-09-10T04:16:13Z,ha08-grafana,0.02%,219.3MiB / 512MiB
2026-09-10T04:16:13Z,ha08-redpanda,2.13%,745.7MiB / 1GiB
2026-09-10T04:16:26Z,ha08-api,4.73%,125MiB / 1GiB
2026-09-10T04:16:26Z,ha08-simulator,1.63%,22.44MiB / 512MiB
2026-09-10T04:16:26Z,ha08-projector,0.98%,31.19MiB / 512MiB
2026-09-10T04:16:26Z,ha08-postgres,3.47%,109.2MiB / 2GiB
2026-09-10T04:16:26Z,ha08-redis,1.39%,21.91MiB / 512MiB
2026-09-10T04:16:26Z,ha08-prometheus,0.03%,102.5MiB / 512MiB
2026-09-10T04:16:26Z,ha08-grafana,0.05%,219.3MiB / 512MiB
2026-09-10T04:16:26Z,ha08-redpanda,1.63%,745.7MiB / 1GiB
2026-09-10T04:16:39Z,ha08-api,3.42%,125MiB / 1GiB
2026-09-10T04:16:39Z,ha08-simulator,1.20%,22.45MiB / 512MiB
2026-09-10T04:16:39Z,ha08-projector,1.11%,31.2MiB / 512MiB
2026-09-10T04:16:39Z,ha08-postgres,2.11%,111.6MiB / 2GiB
2026-09-10T04:16:39Z,ha08-redis,1.04%,21.91MiB / 512MiB
2026-09-10T04:16:39Z,ha08-prometheus,0.40%,102.5MiB / 512MiB
2026-09-10T04:16:39Z,ha08-grafana,0.05%,219.3MiB / 512MiB
2026-09-10T04:16:39Z,ha08-redpanda,1.20%,745.7MiB / 1GiB
2026-09-10T04:16:51Z,ha08-api,3.50%,125MiB / 1GiB
2026-09-10T04:16:51Z,ha08-simulator,0.99%,22.45MiB / 512MiB
2026-09-10T04:16:51Z,ha08-projector,1.06%,31.2MiB / 512MiB
2026-09-10T04:16:51Z,ha08-postgres,1.92%,113.5MiB / 2GiB
2026-09-10T04:16:51Z,ha08-redis,0.70%,21.91MiB / 512MiB
2026-09-10T04:16:51Z,ha08-prometheus,0.15%,102.5MiB / 512MiB
2026-09-10T04:16:51Z,ha08-grafana,0.31%,219.3MiB / 512MiB
2026-09-10T04:16:51Z,ha08-redpanda,1.35%,745.8MiB / 1GiB
2026-09-10T04:17:03Z,ha08-api,20.03%,125.1MiB / 1GiB
2026-09-10T04:17:03Z,ha08-simulator,0.83%,22.47MiB / 512MiB
2026-09-10T04:17:03Z,ha08-projector,0.83%,31.2MiB / 512MiB
2026-09-10T04:17:03Z,ha08-postgres,2.34%,115.2MiB / 2GiB
2026-09-10T04:17:03Z,ha08-redis,0.78%,21.91MiB / 512MiB
2026-09-10T04:17:03Z,ha08-prometheus,0.16%,102.5MiB / 512MiB
2026-09-10T04:17:03Z,ha08-grafana,0.22%,219.3MiB / 512MiB
2026-09-10T04:17:03Z,ha08-redpanda,0.82%,745.7MiB / 1GiB
2026-09-10T04:17:16Z,ha08-api,3.22%,125.1MiB / 1GiB
2026-09-10T04:17:16Z,ha08-simulator,1.59%,22.47MiB / 512MiB
2026-09-10T04:17:16Z,ha08-projector,1.01%,31.2MiB / 512MiB
2026-09-10T04:17:16Z,ha08-postgres,2.14%,117.2MiB / 2GiB
2026-09-10T04:17:16Z,ha08-redis,0.99%,21.91MiB / 512MiB
2026-09-10T04:17:16Z,ha08-prometheus,0.02%,102.5MiB / 512MiB
2026-09-10T04:17:16Z,ha08-grafana,0.08%,219.3MiB / 512MiB
2026-09-10T04:17:16Z,ha08-redpanda,1.56%,745.7MiB / 1GiB
2026-09-10T04:17:29Z,ha08-api,2.82%,125.1MiB / 1GiB
2026-09-10T04:17:29Z,ha08-simulator,1.10%,22.48MiB / 512MiB
2026-09-10T04:17:29Z,ha08-projector,0.93%,31.19MiB / 512MiB
2026-09-10T04:17:29Z,ha08-postgres,2.72%,119.2MiB / 2GiB
2026-09-10T04:17:29Z,ha08-redis,1.32%,21.6MiB / 512MiB
2026-09-10T04:17:29Z,ha08-prometheus,0.25%,102.5MiB / 512MiB
2026-09-10T04:17:29Z,ha08-grafana,0.11%,219.3MiB / 512MiB
2026-09-10T04:17:29Z,ha08-redpanda,1.17%,745.7MiB / 1GiB
2026-09-10T04:17:41Z,ha08-api,3.05%,125.1MiB / 1GiB
2026-09-10T04:17:41Z,ha08-simulator,0.76%,22.48MiB / 512MiB
2026-09-10T04:17:41Z,ha08-projector,0.63%,31.19MiB / 512MiB
2026-09-10T04:17:41Z,ha08-postgres,1.64%,120.2MiB / 2GiB
2026-09-10T04:17:41Z,ha08-redis,1.23%,21.6MiB / 512MiB
2026-09-10T04:17:41Z,ha08-prometheus,0.09%,102.5MiB / 512MiB
2026-09-10T04:17:41Z,ha08-grafana,0.48%,219.3MiB / 512MiB
2026-09-10T04:17:41Z,ha08-redpanda,6.08%,747.8MiB / 1GiB
2026-09-10T04:17:53Z,ha08-api,4.25%,125.1MiB / 1GiB
2026-09-10T04:17:53Z,ha08-simulator,1.19%,22.49MiB / 512MiB
2026-09-10T04:17:53Z,ha08-projector,1.04%,31.2MiB / 512MiB
2026-09-10T04:17:53Z,ha08-postgres,2.26%,121.8MiB / 2GiB
2026-09-10T04:17:53Z,ha08-redis,2.08%,21.61MiB / 512MiB
2026-09-10T04:17:53Z,ha08-prometheus,0.26%,102.5MiB / 512MiB
2026-09-10T04:17:53Z,ha08-grafana,0.06%,219.3MiB / 512MiB
2026-09-10T04:17:53Z,ha08-redpanda,1.25%,747.7MiB / 1GiB
2026-09-10T04:18:06Z,ha08-api,19.79%,125.2MiB / 1GiB
2026-09-10T04:18:06Z,ha08-simulator,1.46%,22.5MiB / 512MiB
2026-09-10T04:18:06Z,ha08-projector,0.84%,31.19MiB / 512MiB
2026-09-10T04:18:06Z,ha08-postgres,1.94%,123.1MiB / 2GiB
2026-09-10T04:18:06Z,ha08-redis,0.64%,21.6MiB / 512MiB
2026-09-10T04:18:06Z,ha08-prometheus,0.03%,102.5MiB / 512MiB
2026-09-10T04:18:06Z,ha08-grafana,0.14%,219.3MiB / 512MiB
2026-09-10T04:18:06Z,ha08-redpanda,0.94%,747.7MiB / 1GiB
2026-09-10T04:18:19Z,ha08-api,3.26%,125.1MiB / 1GiB
2026-09-10T04:18:19Z,ha08-simulator,1.68%,22.51MiB / 512MiB
2026-09-10T04:18:19Z,ha08-projector,1.29%,31.2MiB / 512MiB
2026-09-10T04:18:19Z,ha08-postgres,1.84%,124.3MiB / 2GiB
2026-09-10T04:18:19Z,ha08-redis,1.81%,21.62MiB / 512MiB
2026-09-10T04:18:19Z,ha08-prometheus,0.14%,102.5MiB / 512MiB
2026-09-10T04:18:19Z,ha08-grafana,0.03%,219.3MiB / 512MiB
2026-09-10T04:18:19Z,ha08-redpanda,1.31%,747.7MiB / 1GiB
2026-09-10T04:18:31Z,ha08-api,2.48%,125.1MiB / 1GiB
2026-09-10T04:18:31Z,ha08-simulator,1.24%,22.52MiB / 512MiB
2026-09-10T04:18:31Z,ha08-projector,0.90%,31.19MiB / 512MiB
2026-09-10T04:18:31Z,ha08-postgres,1.98%,125.5MiB / 2GiB
2026-09-10T04:18:31Z,ha08-redis,0.77%,21.6MiB / 512MiB
2026-09-10T04:18:31Z,ha08-prometheus,0.07%,102.5MiB / 512MiB
2026-09-10T04:18:31Z,ha08-grafana,0.11%,219.3MiB / 512MiB
2026-09-10T04:18:31Z,ha08-redpanda,5.21%,747.9MiB / 1GiB
2026-09-10T04:18:43Z,ha08-api,3.28%,125.1MiB / 1GiB
2026-09-10T04:18:43Z,ha08-simulator,1.34%,22.53MiB / 512MiB
2026-09-10T04:18:43Z,ha08-projector,1.66%,31.2MiB / 512MiB
2026-09-10T04:18:43Z,ha08-postgres,1.68%,126.8MiB / 2GiB
2026-09-10T04:18:43Z,ha08-redis,2.33%,22.11MiB / 512MiB
2026-09-10T04:18:43Z,ha08-prometheus,4.09%,102.5MiB / 512MiB
2026-09-10T04:18:43Z,ha08-grafana,0.04%,219.3MiB / 512MiB
2026-09-10T04:18:43Z,ha08-redpanda,1.33%,749.8MiB / 1GiB
2026-09-10T04:18:56Z,ha08-api,3.79%,125.1MiB / 1GiB
2026-09-10T04:18:56Z,ha08-simulator,1.29%,22.54MiB / 512MiB
2026-09-10T04:18:56Z,ha08-projector,0.82%,31.19MiB / 512MiB
2026-09-10T04:18:56Z,ha08-postgres,3.87%,127.8MiB / 2GiB
2026-09-10T04:18:56Z,ha08-redis,0.51%,21.85MiB / 512MiB
2026-09-10T04:18:56Z,ha08-prometheus,0.01%,102.5MiB / 512MiB
2026-09-10T04:18:56Z,ha08-grafana,0.05%,219.3MiB / 512MiB
2026-09-10T04:18:56Z,ha08-redpanda,1.79%,749.8MiB / 1GiB
2026-09-10T04:19:09Z,ha08-api,3.18%,125.1MiB / 1GiB
2026-09-10T04:19:09Z,ha08-simulator,1.08%,22.54MiB / 512MiB
2026-09-10T04:19:09Z,ha08-projector,1.04%,31.2MiB / 512MiB
2026-09-10T04:19:09Z,ha08-postgres,2.08%,128.8MiB / 2GiB
2026-09-10T04:19:09Z,ha08-redis,1.56%,21.61MiB / 512MiB
2026-09-10T04:19:09Z,ha08-prometheus,0.12%,102.5MiB / 512MiB
2026-09-10T04:19:09Z,ha08-grafana,0.03%,219.3MiB / 512MiB
2026-09-10T04:19:09Z,ha08-redpanda,1.04%,749.8MiB / 1GiB
2026-09-10T04:19:21Z,ha08-api,3.19%,125.2MiB / 1GiB
2026-09-10T04:19:21Z,ha08-simulator,0.99%,22.55MiB / 512MiB
2026-09-10T04:19:21Z,ha08-projector,0.76%,31.2MiB / 512MiB
2026-09-10T04:19:21Z,ha08-postgres,3.27%,129.9MiB / 2GiB
2026-09-10T04:19:21Z,ha08-redis,0.99%,21.85MiB / 512MiB
2026-09-10T04:19:21Z,ha08-prometheus,0.13%,102.5MiB / 512MiB
2026-09-10T04:19:21Z,ha08-grafana,0.09%,219.3MiB / 512MiB
2026-09-10T04:19:21Z,ha08-redpanda,5.35%,768.3MiB / 1GiB
2026-09-10T04:19:34Z,ha08-api,4.72%,125.2MiB / 1GiB
2026-09-10T04:19:34Z,ha08-simulator,1.40%,22.56MiB / 512MiB
2026-09-10T04:19:34Z,ha08-projector,1.06%,31.19MiB / 512MiB
2026-09-10T04:19:34Z,ha08-postgres,2.30%,131.3MiB / 2GiB
2026-09-10T04:19:34Z,ha08-redis,1.05%,21.6MiB / 512MiB
2026-09-10T04:19:34Z,ha08-prometheus,0.23%,102.5MiB / 512MiB
2026-09-10T04:19:34Z,ha08-grafana,0.06%,219.3MiB / 512MiB
2026-09-10T04:19:34Z,ha08-redpanda,1.32%,749.8MiB / 1GiB
2026-09-10T04:19:46Z,ha08-api,3.32%,125.2MiB / 1GiB
2026-09-10T04:19:46Z,ha08-simulator,1.27%,22.57MiB / 512MiB
2026-09-10T04:19:46Z,ha08-projector,0.96%,31.2MiB / 512MiB
2026-09-10T04:19:46Z,ha08-postgres,3.37%,132MiB / 2GiB
2026-09-10T04:19:46Z,ha08-redis,1.13%,21.85MiB / 512MiB
2026-09-10T04:19:46Z,ha08-prometheus,0.00%,102.5MiB / 512MiB
2026-09-10T04:19:46Z,ha08-grafana,0.05%,219.3MiB / 512MiB
2026-09-10T04:19:46Z,ha08-redpanda,0.92%,749.8MiB / 1GiB
2026-09-10T04:19:59Z,ha08-api,3.56%,125.3MiB / 1GiB
2026-09-10T04:19:59Z,ha08-simulator,1.20%,22.58MiB / 512MiB
2026-09-10T04:19:59Z,ha08-projector,1.14%,31.2MiB / 512MiB
2026-09-10T04:19:59Z,ha08-postgres,2.18%,133.4MiB / 2GiB
2026-09-10T04:19:59Z,ha08-redis,1.32%,21.6MiB / 512MiB
2026-09-10T04:19:59Z,ha08-prometheus,0.73%,102.5MiB / 512MiB
2026-09-10T04:19:59Z,ha08-grafana,0.02%,219.3MiB / 512MiB
2026-09-10T04:19:59Z,ha08-redpanda,1.76%,751.8MiB / 1GiB
2026-09-10T04:20:11Z,ha08-api,20.41%,125.3MiB / 1GiB
2026-09-10T04:20:11Z,ha08-simulator,1.11%,22.59MiB / 512MiB
2026-09-10T04:20:11Z,ha08-projector,0.82%,31.2MiB / 512MiB
2026-09-10T04:20:11Z,ha08-postgres,2.75%,135.2MiB / 2GiB
