timestamp,name,cpu_perc,mem_usage
2026-09-10T02:54:39Z,ha08-api,6.22%,124.6MiB / 1GiB
2026-09-10T02:54:39Z,ha08-simulator,0.99%,22.32MiB / 512MiB
2026-09-10T02:54:39Z,ha08-projector,1.00%,31.18MiB / 512MiB
2026-09-10T02:54:39Z,ha08-postgres,2.07%,85.13MiB / 2GiB
2026-09-10T02:54:39Z,ha08-redis,1.14%,21.3MiB / 512MiB
2026-09-10T02:54:39Z,ha08-prometheus,0.41%,96.36MiB / 512MiB
2026-09-10T02:54:39Z,ha08-grafana,0.10%,218.7MiB / 512MiB
2026-09-10T02:54:39Z,ha08-redpanda,1.09%,616.1MiB / 1GiB
2026-09-10T02:54:51Z,ha08-api,4.12%,124.9MiB / 1GiB
2026-09-10T02:54:51Z,ha08-simulator,1.61%,22.4MiB / 512MiB
2026-09-10T02:54:51Z,ha08-projector,1.06%,31.18MiB / 512MiB
2026-09-10T02:54:51Z,ha08-postgres,2.96%,92.81MiB / 2GiB
2026-09-10T02:54:51Z,ha08-redis,1.40%,21.76MiB / 512MiB
2026-09-10T02:54:51Z,ha08-prometheus,0.00%,96.35MiB / 512MiB
2026-09-10T02:54:51Z,ha08-grafana,0.19%,218.7MiB / 512MiB
2026-09-10T02:54:51Z,ha08-redpanda,1.51%,616.2MiB / 1GiB
2026-09-10T02:55:04Z,ha08-api,20.40%,124.9MiB / 1GiB
2026-09-10T02:55:04Z,ha08-simulator,1.76%,22.41MiB / 512MiB
2026-09-10T02:55:04Z,ha08-projector,0.68%,31.19MiB / 512MiB
2026-09-10T02:55:04Z,ha08-postgres,1.57%,98.25MiB / 2GiB
2026-09-10T02:55:04Z,ha08-redis,0.93%,22.53MiB / 512MiB
2026-09-10T02:55:04Z,ha08-prometheus,0.06%,96.36MiB / 512MiB
2026-09-10T02:55:04Z,ha08-grafana,0.03%,218.7MiB / 512MiB
2026-09-10T02:55:04Z,ha08-redpanda,4.06%,616.4MiB / 1GiB
2026-09-10T02:55:17Z,ha08-api,3.27%,124.9MiB / 1GiB
2026-09-10T02:55:17Z,ha08-simulator,1.59%,22.43MiB / 512MiB
2026-09-10T02:55:17Z,ha08-projector,0.90%,31.18MiB / 512MiB
2026-09-10T02:55:17Z,ha08-postgres,1.82%,102.8MiB / 2GiB
2026-09-10T02:55:17Z,ha08-redis,0.78%,22.52MiB / 512MiB
2026-09-10T02:55:17Z,ha08-prometheus,0.00%,96.36MiB / 512MiB
2026-09-10T02:55:17Z,ha08-grafana,0.05%,218.7MiB / 512MiB
2026-09-10T02:55:17Z,ha08-redpanda,1.27%,618.2MiB / 1GiB
2026-09-10T02:55:29Z,ha08-api,3.27%,124.9MiB / 1GiB
2026-09-10T02:55:29Z,ha08-simulator,1.11%,22.43MiB / 512MiB
2026-09-10T02:55:29Z,ha08-projector,1.29%,31.18MiB / 512MiB
2026-09-10T02:55:29Z,ha08-postgres,1.84%,105.9MiB / 2GiB
2026-09-10T02:55:29Z,ha08-redis,2.06%,22.61MiB / 512MiB
2026-09-10T02:55:29Z,ha08-prometheus,0.43%,96.37MiB / 512MiB
2026-09-10T02:55:29Z,ha08-grafana,0.03%,218.7MiB / 512MiB
2026-09-10T02:55:29Z,ha08-redpanda,1.43%,618.2MiB / 1GiB
2026-09-10T02:55:42Z,ha08-api,3.42%,125MiB / 1GiB
2026-09-10T02:55:42Z,ha08-simulator,0.92%,22.44MiB / 512MiB
2026-09-10T02:55:42Z,ha08-projector,1.05%,31.18MiB / 512MiB
2026-09-10T02:55:42Z,ha08-postgres,2.35%,108.2MiB / 2GiB
2026-09-10T02:55:42Z,ha08-redis,1.51%,22.62MiB / 512MiB
2026-09-10T02:55:42Z,ha08-prometheus,0.00%,96.37MiB / 512MiB
2026-09-10T02:55:42Z,ha08-grafana,2.00%,218.7MiB / 512MiB
