ha01-api,0.38%,46.04MiB / 1GiB
ha01-provider,0.18%,38.36MiB / 512MiB
ha01-prometheus,0.23%,78.43MiB / 1GiB
ha01-redis,2.90%,52.9MiB / 2GiB
ha01-grafana,0.05%,107.3MiB / 512MiB
ha01-toxiproxy,0.00%,38.05MiB / 256MiB
ha01-postgres,0.00%,32.09MiB / 512MiB
