ha01-api,25.37%,48.18MiB / 1GiB
ha01-provider,0.19%,38.36MiB / 512MiB
ha01-prometheus,0.22%,77.06MiB / 1GiB
ha01-redis,0.40%,52.76MiB / 2GiB
ha01-grafana,0.11%,107.1MiB / 512MiB
ha01-toxiproxy,0.00%,38.09MiB / 256MiB
ha01-postgres,0.00%,32.08MiB / 512MiB
