ha01-api,25.22%,46.42MiB / 1GiB
ha01-prometheus,0.25%,45.27MiB / 1GiB
ha01-redis,0.37%,52.23MiB / 2GiB
ha01-grafana,0.07%,72.34MiB / 512MiB
ha01-toxiproxy,0.00%,37.75MiB / 256MiB
ha01-postgres,0.00%,32.08MiB / 512MiB
ha01-provider,0.18%,60.96MiB / 512MiB
