ha01-api,25.00%,47.65MiB / 1GiB
ha01-prometheus,0.16%,49.2MiB / 1GiB
ha01-redis,3.03%,105.5MiB / 2GiB
ha01-grafana,0.07%,72.34MiB / 512MiB
ha01-toxiproxy,0.00%,37.88MiB / 256MiB
ha01-postgres,2.90%,32.14MiB / 512MiB
ha01-provider,0.19%,61MiB / 512MiB
